UID,test,composite_ID,TSVR_hours,Days,log_Days_plus1,Days_squared,LocationType,LocationType_coded,theta,se
A074,4,A074_4,147.21,6.13375,1.9648370428687807,37.6228890625,source,0,-0.6709876,0.5
A075,1,A075_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.2248234,0.5
A075,2,A075_2,28.68,1.195,0.7861820465271347,1.428025,source,0,0.43895453,0.5
A075,3,A075_3,71.37,2.9737500000000003,1.3797102332428755,8.843189062500002,source,0,-1.422566,0.5
A075,4,A075_4,244.53,10.18875,2.4149088092030118,103.81062656250002,source,0,-0.6957722,0.5
A076,1,A076_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.15540236,0.5
A076,2,A076_2,27.3,1.1375,0.7596369218287783,1.2939062499999998,source,0,-1.0829679,0.5
A076,3,A076_3,74.88,3.1199999999999997,1.4158531633614349,9.734399999999997,source,0,-1.1610296,0.5
A076,4,A076_4,149.28,6.22,1.9768549529047348,38.688399999999994,source,0,-1.1055614,0.5
A077,1,A077_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.5334684,0.5
A077,2,A077_2,53.88,2.245,1.1771153501560534,5.040025000000001,source,0,-0.17786074,0.5
A077,3,A077_3,78.36,3.265,1.4504421809436425,10.660225,source,0,-0.0657532,0.5
A077,4,A077_4,149.75,6.239583333333333,1.979563654096956,38.93240017361111,source,0,-0.39172974,0.5
A078,1,A078_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.5279406,0.5
A078,2,A078_2,26.17,1.0904166666666668,0.7373634081482162,1.1890085069444447,source,0,0.1811822,0.5
A078,3,A078_3,72.3,3.0124999999999997,1.3894144884561341,9.07515625,source,0,-0.7775617,0.5
A078,4,A078_4,140.08,5.836666666666667,1.9223002834161795,34.066677777777784,source,0,-1.4361522,0.5
A079,1,A079_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.019097133,0.5
A079,2,A079_2,26.11,1.0879166666666666,0.7361667586236876,1.1835626736111111,source,0,0.19691332,0.5
A079,3,A079_3,74.0,3.0833333333333335,1.4069136483226266,9.506944444444445,source,0,-0.70234376,0.5
A079,4,A079_4,194.42,8.100833333333332,2.208365984421637,65.62350069444443,source,0,-0.62206274,0.5
A080,1,A080_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.10537331,0.5
A080,2,A080_2,29.03,1.2095833333333335,0.7928039608010932,1.4630918402777782,source,0,0.5328905,0.5
A080,3,A080_3,72.87,3.0362500000000003,1.3953160430903482,9.218814062500002,source,0,0.045848988,0.5
A080,4,A080_4,145.77,6.07375,1.9563907494745967,36.89043906250001,source,0,-0.66487795,0.5
A081,1,A081_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.37206882,0.5
A081,2,A081_2,31.39,1.3079166666666666,0.8363452416970668,1.7106460069444442,source,0,-0.42201942,0.5
A081,3,A081_3,80.13,3.3387499999999997,1.4675862881938588,11.147251562499997,source,0,0.83210707,0.5
A081,4,A081_4,154.53,6.43875,2.0067028239769247,41.4575015625,source,0,-0.09271791,0.5
A082,1,A082_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.071322605,0.5
A082,2,A082_2,27.97,1.1654166666666665,0.7726127986724047,1.358196006944444,source,0,1.181799,0.5
A082,3,A082_3,75.71,3.154583333333333,1.4242121424927559,9.951396006944442,source,0,1.0123066,0.5
A082,4,A082_4,170.25,7.09375,2.0910921588998113,50.3212890625,source,0,-0.5707041,0.5
A083,1,A083_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.2475034,0.5
A083,2,A083_2,25.15,1.0479166666666666,0.7168230162452299,1.0981293402777776,source,0,0.6259196,0.5
A083,3,A083_3,74.3,3.095833333333333,1.4099701968051752,9.584184027777777,source,0,0.113821276,0.5
A083,4,A083_4,144.91,6.037916666666667,1.951312198344308,36.45643767361111,source,0,0.19219941,0.5
A084,1,A084_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.8040474,0.5
A084,2,A084_2,27.25,1.1354166666666667,0.7586617876705721,1.2891710069444446,source,0,0.14113443,0.5
A084,3,A084_3,91.97,3.8320833333333333,1.5752777066206662,14.68486267361111,source,0,-0.11596396,0.5
A084,4,A084_4,162.51,6.771249999999999,2.05043102660141,45.84982656249999,source,0,-0.59100777,0.5
A085,1,A085_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.11570579,0.5
A085,2,A085_2,24.51,1.02125,0.7037161319091797,1.0429515624999999,source,0,1.1474876,0.5
A085,3,A085_3,71.4,2.975,1.3800247481062953,8.850625,source,0,-0.103653476,0.5
A085,4,A085_4,170.65,7.110416666666667,2.093149243708519,50.558025173611114,source,0,-0.4273231,0.5
A086,1,A086_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.7650894,0.5
A086,2,A086_2,23.47,0.9779166666666667,0.6820441022152811,0.9563210069444444,source,0,0.30255273,0.5
A086,3,A086_3,145.29,6.05375,1.9535593903012127,36.6478890625,source,0,-1.0298048,0.5
A086,4,A086_4,169.55,7.064583333333334,2.087482046675712,49.90833767361112,source,0,-0.8856172,0.5
A087,1,A087_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.14446898,0.5
A087,2,A087_2,31.07,1.2945833333333334,0.8305512729264446,1.6759460069444447,source,0,0.79339594,0.5
A087,3,A087_3,72.8,3.033333333333333,1.3945931639345857,9.20111111111111,source,0,0.07429415,0.5
A087,4,A087_4,144.2,6.008333333333333,1.947099917190902,36.100069444444436,source,0,0.63730603,0.5
A088,1,A088_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.3610681,0.5
A088,2,A088_2,24.25,1.0104166666666667,0.6983419974370495,1.020941840277778,source,0,1.6403587,0.5
A088,3,A088_3,74.91,3.12125,1.4161565154038038,9.742201562499998,source,0,1.0740212,0.5
A088,4,A088_4,149.93,6.247083333333333,1.9805990890721163,39.02605017361111,source,0,1.2408419,0.5
A089,1,A089_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.95078164,0.5
A089,2,A089_2,32.14,1.3391666666666666,0.8497947405857907,1.793367361111111,source,0,1.0349191,0.5
A089,3,A089_3,79.34,3.3058333333333336,1.4599706925110931,10.92853402777778,source,0,0.30402267,0.5
A089,4,A089_4,146.96,6.123333333333334,1.9633757806629466,37.49521111111112,source,0,-0.14708613,0.5
A090,1,A090_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.23930658,0.5
A090,2,A090_2,23.54,0.9808333333333333,0.6835176315841023,0.9620340277777778,source,0,0.0107415775,0.5
A090,3,A090_3,95.42,3.9758333333333336,1.6045928607709008,15.807250694444447,source,0,-0.9169951,0.5
A090,4,A090_4,144.07,6.002916666666667,1.9463267289405295,36.03500850694444,source,0,-0.89684373,0.5
A091,1,A091_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.61024165,0.5
A091,2,A091_2,22.2,0.9249999999999999,0.6549259677397474,0.8556249999999999,source,0,-0.23226447,0.5
A091,3,A091_3,73.64,3.0683333333333334,1.4032334151768138,9.414669444444444,source,0,-1.0321478,0.5
A091,4,A091_4,142.61,5.942083333333334,1.9376019215930318,35.30835434027778,source,0,-1.0876396,0.5
A092,1,A092_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.23328507,0.5
A092,2,A092_2,22.83,0.9512499999999999,0.6684701928475048,0.9048765624999998,source,0,-0.8227533,0.5
A092,3,A092_3,71.31,2.97125,1.3790809066015888,8.8283265625,source,0,-0.70078677,0.5
A092,4,A092_4,146.16,6.09,1.958685340544036,37.0881,source,0,-0.77845037,0.5
A093,1,A093_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.17902495,0.5
A093,2,A093_2,22.09,0.9204166666666667,0.6525421763844713,0.8471668402777778,source,0,1.032644,0.5
A093,3,A093_3,70.22,2.9258333333333333,1.3675786429239494,8.560500694444444,source,0,-0.19266124,0.5
A093,4,A093_4,140.95,5.872916666666666,1.9275885673266446,34.4911501736111,source,0,0.2726866,0.5
A094,1,A094_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-1.0644217,0.5
A094,2,A094_2,22.98,0.9575,0.6716681488828211,0.91680625,source,0,0.04552735,0.5
A094,3,A094_3,76.21,3.1754166666666666,1.429214153722292,10.083271006944443,source,0,-0.8497856,0.5
A094,4,A094_4,149.99,6.249583333333334,1.9809439959506792,39.057291840277784,source,0,-1.2777404,0.5
A095,1,A095_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.0975536,0.5
A095,2,A095_2,29.71,1.2379166666666668,0.8055453735694225,1.5324376736111114,source,0,0.2966555,0.5
A095,3,A095_3,78.76,3.2816666666666667,1.4543423418937371,10.769336111111112,source,0,0.022464879,0.5
A095,4,A095_4,148.79,6.199583333333333,1.9740231539770847,38.43483350694444,source,0,-0.32706589,0.5
A096,1,A096_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.277075,0.5
A096,2,A096_2,24.49,1.0204166666666665,0.7033037607693153,1.0412501736111108,source,0,0.10875838,0.5
A096,3,A096_3,71.19,2.96625,1.3778210639152684,8.7986390625,source,0,-1.7827787,0.5
A096,4,A096_4,143.66,5.985833333333333,1.9438842888617656,35.830200694444436,source,0,-1.7271752,0.5
A097,1,A097_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.1794386,0.5
A097,2,A097_2,24.37,1.0154166666666666,0.7008259564869463,1.0310710069444444,source,0,-0.54056513,0.5
A097,3,A097_3,70.83,2.95125,1.3740319845476905,8.7098765625,source,0,0.7713108,0.5
A097,4,A097_4,144.85,6.035416666666666,1.9509569164836311,36.42625434027777,source,0,-1.0911156,0.5
A098,1,A098_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.7291178,0.5
A098,2,A098_2,25.77,1.07375,0.7293585625225172,1.1529390625,source,0,0.0246297,0.5
A098,3,A098_3,78.84,3.285,1.4551205520497432,10.791225,source,0,1.1876998,0.5
A098,4,A098_4,146.29,6.095416666666666,1.9594490356905676,37.15410434027777,source,0,-0.93667495,0.5
A099,1,A099_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.5694854,0.5
A099,2,A099_2,28.75,1.1979166666666667,0.7875099420082304,1.435004340277778,source,0,1.1351792,0.5
A099,3,A099_3,78.57,3.2737499999999997,1.452491661971374,10.717439062499999,source,0,0.34919107,0.5
A099,4,A099_4,143.51,5.979583333333333,1.9429892206276496,35.755416840277775,source,0,1.2946471,0.5
A100,1,A100_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.06639828,0.5
A100,2,A100_2,31.14,1.2975,0.8318215752477052,1.6835062500000002,source,0,1.3288726,0.5
A100,3,A100_3,75.34,3.1391666666666667,1.4204944793312588,9.85436736111111,source,0,0.2789706,0.5
A100,4,A100_4,146.8,6.116666666666667,1.962439451006524,37.413611111111116,source,0,0.11508391,0.5
A101,1,A101_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.39517584,0.5
A101,2,A101_2,29.12,1.2133333333333334,0.7944996748202328,1.4721777777777778,source,0,-0.64429396,0.5
A101,3,A101_3,75.21,3.1337499999999996,1.4191849853138654,9.820389062499997,source,0,-1.402536,0.5
A101,4,A101_4,150.22,6.259166666666666,1.9822650380428002,39.17716736111111,source,0,-1.0298448,0.5
A102,1,A102_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.4269469,0.5
A102,2,A102_2,29.13,1.2137499999999999,0.7946879101149062,1.4731890624999997,source,0,1.3623424,0.5
A102,3,A102_3,75.27,3.13625,1.419789580253685,9.8360640625,source,0,-0.3569574,0.5
A102,4,A102_4,150.41,6.267083333333333,1.9833550189326314,39.27633350694444,source,0,-0.13239342,0.5
A103,1,A103_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.1801236,0.5
A103,2,A103_2,27.26,1.1358333333333335,0.7588568905879793,1.2901173611111114,source,0,-0.6768038,0.5
A103,3,A103_3,80.24,3.3433333333333333,1.4686421024686442,11.177877777777777,source,0,-0.973742,0.5
A103,4,A103_4,149.72,6.238333333333333,1.9793909773186755,38.916802777777775,source,0,-0.9487724,0.5
A104,1,A104_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.2842352,0.5
A104,2,A104_2,22.6,0.9416666666666668,0.6635467107836547,0.8867361111111113,source,0,0.9625718,0.5
A104,3,A104_3,72.62,3.0258333333333334,1.3927319287783149,9.155667361111112,source,0,-0.589731,0.5
A104,4,A104_4,145.78,6.074166666666667,1.956449650961876,36.89550069444444,source,0,-1.3339353,0.5
A105,1,A105_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.53870964,0.5
A105,2,A105_2,22.77,0.94875,0.6671881413898492,0.9001265625,source,0,0.46811488,0.5
A105,3,A105_3,69.46,2.8941666666666666,1.3594797069243345,8.376200694444444,source,0,-1.190793,0.5
A105,4,A105_4,146.2,6.091666666666666,1.958920385791328,37.10840277777777,source,0,-0.1631536,0.5
A106,1,A106_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.7179772,0.5
A106,2,A106_2,22.64,0.9433333333333334,0.6644047116942914,0.8898777777777778,source,0,-0.1352828,0.5
A106,3,A106_3,66.08,2.7533333333333334,1.3226443340434346,7.580844444444445,source,0,-0.20217995,0.5
A106,4,A106_4,147.13,6.130416666666666,1.9643696712414147,37.58200850694444,source,0,0.47873917,0.5
A107,1,A107_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.89261144,0.5
A107,2,A107_2,26.22,1.0925,0.7383595233814935,1.19355625,source,0,-1.3602527,0.5
A107,3,A107_3,71.45,2.9770833333333333,1.3805487198238109,8.863025173611112,source,0,-0.8110506,0.5
A107,4,A107_4,145.95,6.08125,1.9574504457941793,36.981601562499996,source,0,-1.0200406,0.5
A108,1,A108_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.8011535,0.5
A108,2,A108_2,27.61,1.1504166666666666,0.7656616218126902,1.3234585069444444,source,0,-0.5113533,0.5
A108,3,A108_3,68.96,2.873333333333333,1.3541154627556553,8.256044444444443,source,0,0.030380113,0.5
A108,4,A108_4,152.12,6.338333333333334,1.9931117505396074,40.17446944444445,source,0,-1.5837336,0.5
A109,1,A109_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.121756904,0.5
A109,2,A109_2,24.65,1.0270833333333333,0.7065979782840686,1.0549001736111112,source,0,-0.9755655,0.5
A109,3,A109_3,71.17,2.9654166666666666,1.3776109357363064,8.793696006944444,source,0,0.17754932,0.5
A109,4,A109_4,149.87,6.244583333333334,1.980254063191753,38.99482100694445,source,0,-1.646698,0.5
A010,1,A010_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,2.010915,0.5
A010,2,A010_2,21.9,0.9125,0.6484112867185539,0.83265625,destination,1,1.0975147,0.5
A010,3,A010_3,80.88,3.3699999999999997,1.4747630091074986,11.356899999999998,destination,1,-1.186541,0.5
A010,4,A010_4,145.31,6.054583333333333,1.9536775237921948,36.65797934027778,destination,1,-0.4293288,0.5
A011,1,A011_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.1835473,0.5
A011,2,A011_2,24.57,1.02375,0.7049522260097076,1.0480640625,destination,1,0.07751111,0.5
A011,3,A011_3,72.55,3.0229166666666667,1.392007178526578,9.138025173611112,destination,1,-0.5014456,0.5
A011,4,A011_4,148.85,6.202083333333333,1.974370336019688,38.46583767361111,destination,1,-0.84890825,0.5
A012,1,A012_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,0.33868304,0.5
A012,2,A012_2,25.6,1.0666666666666667,0.7259370033829361,1.1377777777777778,destination,1,-1.1255839,0.5
A012,3,A012_3,166.33,6.930416666666667,2.070705577351747,48.030675173611115,destination,1,0.09193352,0.5
A012,4,A012_4,166.87,6.952916666666667,2.0735387376938554,48.34305017361111,destination,1,-0.9537699,0.5
A013,1,A013_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,-0.035398606,0.5
A013,2,A013_2,24.77,1.0320833333333332,0.7090615393740157,1.0651960069444442,destination,1,-0.3057711,0.5
A013,3,A013_3,79.66,3.3191666666666664,1.4630624824136147,11.016867361111109,destination,1,0.9779469,0.5
A013,4,A013_4,147.13,6.130416666666666,1.9643696712414147,37.58200850694444,destination,1,-0.066024296,0.5
A014,1,A014_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,0.7553257,0.5
A014,2,A014_2,25.66,1.0691666666666666,0.727145949732075,1.143117361111111,destination,1,-0.4665811,0.5
A014,3,A014_3,70.56,2.94,1.3711807233098425,8.6436,destination,1,0.12054519,0.5
A014,4,A014_4,148.87,6.202916666666667,1.9744860365867498,38.47617517361111,destination,1,-0.5400671,0.5
A015,1,A015_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.0023323,0.5
A015,2,A015_2,23.69,0.9870833333333334,0.6866679019621874,0.9743335069444446,destination,1,1.4194467,0.5
A015,3,A015_3,70.59,2.94125,1.3714979318771336,8.650951562500001,destination,1,0.24626894,0.5
A015,4,A015_4,146.54,6.105833333333333,1.9609160429659578,37.28120069444444,destination,1,-0.43521827,0.5
A016,1,A016_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.7207321,0.5
A016,2,A016_2,32.85,1.3687500000000001,0.8623623898485996,1.8734765625000003,destination,1,1.479976,0.5
A016,3,A016_3,80.64,3.36,1.4724720573609429,11.289599999999998,destination,1,-0.6975632,0.5
A016,4,A016_4,150.8,6.283333333333334,1.9855886328734895,39.480277777777786,destination,1,-0.8562173,0.5
A017,1,A017_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,-0.15520337,0.5
A017,2,A017_2,20.61,0.85875,0.6199042187922278,0.7374515625,destination,1,0.41041905,0.5
A017,3,A017_3,61.28,2.5533333333333332,1.2678861300695887,6.519511111111111,destination,1,0.22881152,0.5
A017,4,A017_4,140.49,5.853750000000001,1.9247959477361212,34.26638906250001,destination,1,-0.7611534,0.5
A018,1,A018_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.5116286,0.5
A018,2,A018_2,34.03,1.4179166666666667,0.8829062878545713,2.0104876736111112,destination,1,0.4516168,0.5
A018,3,A018_3,83.64,3.485,1.5007384955107592,12.145225,destination,1,-0.5255531,0.5
A018,4,A018_4,150.87,6.28625,1.9859890103776225,39.5169390625,destination,1,-0.6034264,0.5
A019,1,A019_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,-1.1137557,0.5
A019,2,A019_2,28.69,1.1954166666666668,0.7863718538732487,1.4290210069444447,destination,1,0.2184492,0.5
A019,3,A019_3,83.68,3.486666666666667,1.5011100355484719,12.156844444444445,destination,1,-0.34441203,0.5
A019,4,A019_4,154.76,6.448333333333333,2.007990293717305,41.581002777777776,destination,1,-0.9084577,0.5
A020,1,A020_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,-0.39048332,0.5
A020,2,A020_2,26.85,1.1187500000000001,0.7508262921466236,1.2516015625000003,destination,1,0.15357906,0.5
A020,3,A020_3,78.25,3.2604166666666665,1.4493669645749654,10.630316840277777,destination,1,-0.33567235,0.5
A020,4,A020_4,145.78,6.074166666666667,1.956449650961876,36.89550069444444,destination,1,-1.1523182,0.5
A021,1,A021_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,0.64160866,0.5
A021,2,A021_2,30.21,1.25875,0.8148115629243012,1.5844515625000002,destination,1,0.47721207,0.5
A021,3,A021_3,74.19,3.09125,1.4088505468332533,9.5558265625,destination,1,-0.59433186,0.5
A021,4,A021_4,140.39,5.8495833333333325,1.9241878231734733,34.217625173611104,destination,1,-0.99789435,0.5
A022,1,A022_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,-0.42679092,0.5
A022,2,A022_2,24.15,1.0062499999999999,0.6962673078961887,1.0125390624999997,destination,1,-0.60329264,0.5
A022,3,A022_3,74.46,3.1024999999999996,1.4115965439821088,9.625506249999997,destination,1,-0.09910751,0.5
A022,4,A022_4,141.71,5.904583333333334,1.932185442293757,34.864104340277784,destination,1,-0.08970222,0.5
A023,1,A023_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,0.1930206,0.5
A023,2,A023_2,25.63,1.0679166666666666,0.7265416592514038,1.1404460069444444,destination,1,0.101476,0.5
A023,3,A023_3,72.2,3.0083333333333333,1.388375527323715,9.050069444444444,destination,1,-0.27825373,0.5
A023,4,A023_4,145.07,6.044583333333333,1.9522590000009294,36.5369876736111,destination,1,0.92574984,0.5
A024,1,A024_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,-0.26954484,0.5
A024,2,A024_2,29.57,1.2320833333333334,0.8029353795449234,1.518029340277778,destination,1,-0.57454836,0.5
A024,3,A024_3,91.47,3.81125,1.5709569256158187,14.5256265625,destination,1,0.0074428213,0.5
A024,4,A024_4,145.65,6.0687500000000005,1.9556836608822936,36.82972656250001,destination,1,-0.940981,0.5
A025,1,A025_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,0.05380287,0.5
A025,2,A025_2,23.33,0.9720833333333333,0.679090513570211,0.9449460069444444,destination,1,1.5041252,0.5
A025,3,A025_3,72.94,3.0391666666666666,1.3960384000692843,9.236534027777777,destination,1,-0.27671874,0.5
A025,4,A025_4,137.74,5.739166666666667,1.9079362773197304,32.93803402777778,destination,1,-0.14176248,0.5
A026,1,A026_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.0732766,0.5
A026,2,A026_2,26.48,1.1033333333333333,0.7435233878850122,1.2173444444444443,destination,1,0.63977706,0.5
A026,3,A026_3,75.46,3.1441666666666666,1.421701722938647,9.885784027777778,destination,1,0.61266387,0.5
A026,4,A026_4,147.65,6.152083333333334,1.9674036895557554,37.84812934027778,destination,1,-0.2835504,0.5
A027,1,A027_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,0.52744526,0.5
A027,2,A027_2,28.26,1.1775,0.7781774297445209,1.38650625,destination,1,1.2530484,0.5
A027,3,A027_3,74.58,3.1075,1.412814570929286,9.65655625,destination,1,-0.48801902,0.5
A027,4,A027_4,145.92,6.079999999999999,1.9572739077056283,36.96639999999999,destination,1,0.38854283,0.5
A028,1,A028_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.5729234,0.5
A028,2,A028_2,22.82,0.9508333333333333,0.668256631714819,0.9040840277777777,destination,1,0.35054204,0.5
A028,3,A028_3,72.26,3.0108333333333337,1.388999033527018,9.065117361111113,destination,1,0.36001632,0.5
A028,4,A028_4,138.91,5.787916666666667,1.9151440707301324,33.49997934027778,destination,1,-0.4464555,0.5
A029,1,A029_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.7540342,0.5
A029,2,A029_2,28.43,1.1845833333333333,0.7814251162364958,1.4032376736111112,destination,1,0.9775655,0.5
A029,3,A029_3,93.26,3.8858333333333337,1.5863398611881236,15.099700694444447,destination,1,0.37505868,0.5
A029,4,A029_4,143.14,5.964166666666666,1.9407779542253445,35.57128402777777,destination,1,1.0688435,0.5
A030,1,A030_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,-0.5316837,0.5
A030,2,A030_2,32.95,1.3729166666666668,0.8641198595452456,1.8849001736111115,destination,1,1.5800109,0.5
A030,3,A030_3,71.93,2.9970833333333338,1.3855649284819107,8.982508506944447,destination,1,0.7544972,0.5
A030,4,A030_4,150.46,6.269166666666667,1.9836416586571268,39.302450694444445,destination,1,0.12028915,0.5
A031,1,A031_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.4608339,0.5
A031,2,A031_2,32.41,1.3504166666666666,0.8545926174039392,1.8236251736111109,destination,1,-0.6116699,0.5
A031,3,A031_3,71.56,2.981666666666667,1.3817004921096632,8.890336111111113,destination,1,-0.31054813,0.5
A031,4,A031_4,143.85,5.9937499999999995,1.9450168930780982,35.92503906249999,destination,1,-0.8304748,0.5
A032,1,A032_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,-0.66399795,0.5
A032,2,A032_2,57.18,2.3825,1.218615081062806,5.67630625,destination,1,-0.2995187,0.5
A032,3,A032_3,80.16,3.34,1.4678743481123135,11.1556,destination,1,0.80790555,0.5
A032,4,A032_4,144.51,6.021249999999999,1.9489412648645053,36.25545156249999,destination,1,1.2733109,0.5
A033,1,A033_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,-0.8207058,0.5
A033,2,A033_2,29.16,1.215,0.7952524034970989,1.4762250000000001,destination,1,0.05391906,0.5
A033,3,A033_3,72.6,3.025,1.3925249108705269,9.150625,destination,1,0.01400444,0.5
A033,4,A033_4,168.33,7.013750000000001,2.08115881631933,49.19268906250001,destination,1,-1.3077472,0.5
A034,1,A034_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.5448427,0.5
A034,2,A034_2,26.08,1.0866666666666667,0.7355678964438975,1.1808444444444444,destination,1,1.3082612,0.5
A034,3,A034_3,74.28,3.095,1.409766717305033,9.579025000000001,destination,1,-1.1147809,0.5
A034,4,A034_4,145.38,6.0575,1.9540908811455073,36.69330625,destination,1,-0.6969951,0.5
A035,1,A035_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,0.30524516,0.5
A035,2,A035_2,44.76,1.865,1.052568350166703,3.478225,destination,1,-0.05189664,0.5
A035,3,A035_3,79.98,3.3325,1.466144742607624,11.10555625,destination,1,-0.003024264,0.5
A035,4,A035_4,152.47,6.352916666666666,1.995097059907196,40.359550173611105,destination,1,-1.0853919,0.5
A036,1,A036_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.3103865,0.5
A036,2,A036_2,21.63,0.90125,0.6425115645913656,0.8122515625,destination,1,-0.8839064,0.5
A036,3,A036_3,71.47,2.9779166666666668,1.3807582316619962,8.867987673611111,destination,1,-0.5670363,0.5
A036,4,A036_4,143.85,5.9937499999999995,1.9450168930780982,35.92503906249999,destination,1,-0.9257591,0.5
A037,1,A037_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,-0.37298724,0.5
A037,2,A037_2,23.7,0.9874999999999999,0.6868775675463499,0.9751562499999998,destination,1,0.8601754,0.5
A037,3,A037_3,72.08,3.0033333333333334,1.3871273474237826,9.020011111111112,destination,1,0.52264977,0.5
A037,4,A037_4,143.66,5.985833333333333,1.9438842888617656,35.830200694444436,destination,1,-0.7062983,0.5
A038,1,A038_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.0395416,0.5
A038,2,A038_2,71.85,2.99375,1.3847306391437078,8.9625390625,destination,1,-0.28525016,0.5
A038,3,A038_3,72.86,3.035833333333333,1.3952128066271372,9.216284027777776,destination,1,0.56079465,0.5
A038,4,A038_4,152.89,6.370416666666666,1.9974742401074705,40.58220850694444,destination,1,-0.17457396,0.5
A039,1,A039_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,destination,1,1.7322454,0.5
