item_name,Difficulty,Overall_Discrimination,Discrim_What,Discrim_Where,Discrim_When
TC_RFR-L-OBJ1,-1.715687274932861,1.5116698,0.0,1.5116698,0.0
TC_RFR-L-OBJ2,-1.5146048069000244,1.768601,0.0,1.768601,0.0
TC_RFR-L-OBJ3,-1.285611271858215,1.7178435,0.0,1.7178435,0.0
TC_RFR-L-OBJ4,-1.0569281578063965,1.7144333,0.0,1.7144333,0.0
TC_RFR-L-PORT,-0.0756710171699523,1.5529761,0.0,1.5529761,0.0
TC_RFR-L-STRA,-1.171852946281433,1.3419348,0.0,1.3419348,0.0
TC_RFR-L-WIND,-0.2441552579402923,1.5901597,0.0,1.5901597,0.0
TC_RFR-N-LAND,-0.2942355275154114,1.1741081,1.1741081,0.0,0.0
TC_RFR-N-OBJ1,-1.228931546211243,2.1606224,2.1606224,0.0,0.0
TC_RFR-N-OBJ2,-1.0520341396331787,1.8817149,1.8817149,0.0,0.0
TC_RFR-N-OBJ3,-0.7071355581283569,1.4700689,1.4700689,0.0,0.0
TC_RFR-N-OBJ4,-0.8936761617660522,1.8095343,1.8095343,0.0,0.0
TC_RFR-N-PORT,-0.7222180366516113,1.628357,1.628357,0.0,0.0
TC_RFR-N-STRA,-0.9623919129371644,1.4838446,1.4838446,0.0,0.0
TC_RFR-N-WEAT,-0.5031660795211792,1.1959527,1.1959527,0.0,0.0
TC_RFR-O-RORD,-2.49306321144104,0.79760134,0.0,0.0,0.79760134
TC_RFR-O-TMOD,-0.4962759017944336,0.9694946,0.0,0.0,0.9694946
TC_RRE-L-DOOR,0.2073804140090942,1.7432406,0.0,1.7432406,0.0
TC_RRE-L-LAND,0.5358788967132568,1.6590214,0.0,1.6590214,0.0
TC_RRE-L-PORT,-0.1201330572366714,1.5726568,0.0,1.5726568,0.0
TC_RRE-L-STRA,-1.4940426349639893,1.3444301,0.0,1.3444301,0.0
TC_RRE-L-WIND,0.0624612867832183,1.7700167,0.0,1.7700167,0.0
TC_RRE-N-LAND,-0.6644338369369507,1.4185392,1.4185392,0.0,0.0
TC_RRE-N-PORT,-1.1671479940414429,1.6406349,1.6406349,0.0,0.0
TC_RRE-N-STRA,-2.0296547412872314,1.1188666,1.1188666,0.0,0.0
TC_TCR-O-TSK1,0.4650627672672272,1.1166809,0.0,0.0,1.1166809
TC_TCR-O-TSK2,0.7387053966522217,1.3018187,0.0,0.0,1.3018187
TC_TCR-O-TSK3,0.8215699195861816,1.2915516,0.0,0.0,1.2915516
TC_TCR-O-TSK4,0.853192925453186,1.3858523,0.0,0.0,1.3858523
TC_TCR-O-TSK5,0.5133776068687439,0.91156274,0.0,0.0,0.91156274
